message_id,user_id,cp_name,source,cp_id,ai_chat_id,sender_type,message_content,actual_created_at
"666,599","8,165,580",Job Bootcamp DA Live | 24 Jan 2025(A),classroom,"34,617","113,262",ai,"I don't have access to your specific course start date to give you an exact expiry date. You can check your course start date in your classroom dashboard or your welcome email. Your course access will be valid for 21 months from that date. If you want, I can guide you on how to find this information. Would you like that?","29 Apr, 2026, 8:17 PM"
"663,293","7,468,727",Job Bootcamp Data Analytics Live | 10 Dec 2025,classroom,"35,383","116,870",user,i have a doubt,"28 Apr, 2026, 7:24 AM"
"663,294","7,468,727",Job Bootcamp Data Analytics Live | 10 Dec 2025,classroom,"35,383","116,870",ai,I can't help with solving coding problems or academic doubts. Please use the 'Ask a Doubt' button (bottom-right corner when viewing any topic) to connect with our AI assistant and Teaching Assistants. How can I help you with your classroom today?,"28 Apr, 2026, 7:24 AM"
"663,295","7,468,727",Job Bootcamp Data Analytics Live | 10 Dec 2025,classroom,"35,383","116,870",user,ms excel mere lappy pr nhi chhlra,"28 Apr, 2026, 7:25 AM"
"663,296","7,468,727",Job Bootcamp Data Analytics Live | 10 Dec 2025,classroom,"35,383","116,870",ai,"I understand your MS Excel isn't working on your laptop. For technical issues like this, please try restarting your laptop and ensuring MS Excel is updated to the latest version. If it still doesn't work, would you like me to connect you with your Relationship Manager (RM) who can assist you further?","28 Apr, 2026, 7:25 AM"
"663,297","7,468,727",Job Bootcamp Data Analytics Live | 10 Dec 2025,classroom,"35,383","116,870",user,gi9ve me te link,"28 Apr, 2026, 7:25 AM"
"663,298","7,468,727",Job Bootcamp Data Analytics Live | 10 Dec 2025,classroom,"35,383","116,870",ai,"I can't provide direct links, but you can reach out to your Relationship Manager (RM) through the support or help section in your Coding Ninjas classroom. Would you like guidance on how to connect with your RM?","28 Apr, 2026, 7:25 AM"
"662,707","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,"HI, I am looking to complete the certification for Introduction to Analytics & Excel","27 Apr, 2026, 4:30 PM"
"662,708","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"Certificates for the Introduction to Analytics & Excel course are issued per batch/module, not for the entire course. To earn a certificate for a batch, you need to score at least 60% in that batch for a Completion Certificate or 90%+ for an Excellence Certificate. Certificates appear in the Certificates section within 24-48 hours after batch completion.

If you want to check your eligibility or download your certificate, you can find it organized by batch after meeting these score requirements.

Would you like to know your current progress or if your certificate is available for download?","27 Apr, 2026, 4:30 PM"
"662,709","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,I have scored 89.87%,"27 Apr, 2026, 4:31 PM"
"662,710","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"Scoring 89.87% means you are very close to the Excellence Certificate threshold of 90%. You will receive a Completion Certificate since you passed the 60% minimum. If you want to try for the Excellence Certificate, you might need to improve just a bit more.

Your certificate should appear in the Certificates section on your dashboard within 24-48 hours after your batch is marked complete.

Would you like help checking your certificate status or tips on improving your score?","27 Apr, 2026, 4:31 PM"
"662,711","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,"yes, tips on improving my score ","27 Apr, 2026, 4:32 PM"
"662,712","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"To improve your score in Introduction to Analytics & Excel, here are some tips:

1. Review your test and assignment feedback carefully to identify specific weak areas.
2. Use AI Practice sessions for Excel to build confidence and practice problem-solving with detailed feedback.
3. Make sure all assignments and projects are submitted in the correct format and fully meet the requirements.
4. Focus on timely submission of all assessments and participate actively in batch activities.
5. Revisit topics and videos in the study area where you scored lower to strengthen your understanding.

These steps can help you boost your overall performance and move closer to the Excellence certificate threshold. Would you like guidance on accessing AI Practice or on submitting assignments effectively?","27 Apr, 2026, 4:32 PM"
"663,684","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,Hi,"28 Apr, 2026, 12:24 PM"
"663,685","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,Hi Prassan Garje! How can I assist you with your classroom today?,"28 Apr, 2026, 12:24 PM"
"663,686","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,where can I find recordings of yesterdays AI class,"28 Apr, 2026, 12:24 PM"
"663,687","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"Recordings of live classes, including yesterday's AI class, are available on the platform within 3 to 4 hours after the session ends. You can find them in the Live Classes section on your Course Dashboard. Please check there after this time; the recordings can only be watched through the classroom and are not downloadable.

If you don't see the recording yet and it's been less than 6 hours, please wait a bit longer as the team is working on uploading it. If it's still unavailable after 6 hours, you can raise the issue through your batch's WhatsApp group for support.

Is there anything else I can help with?","28 Apr, 2026, 12:24 PM"
"663,694","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,help me with the navigation ,"28 Apr, 2026, 12:26 PM"
"663,695","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"I can help you with navigation! Could you please specify what exactly you need help finding or navigating to within your classroom? For example, is it about finding live classes, assignments, certificates, or something else?","28 Apr, 2026, 12:26 PM"
"663,700","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,I need to navigate the the yesterday's to create custom GPTs for smarter and reusable prompts,"28 Apr, 2026, 12:28 PM"
"663,701","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"To navigate to yesterday's session on creating custom GPTs for smarter, reusable prompts, please follow these steps:

1. Go to your Classroom Home.
2. Click on your course card to open the Course Dashboard (Level 2).
3. From the dashboard, open the relevant module or batch where the session was held.
4. Scroll down or use the sidebar navigation to find the specific topic or session related to custom GPTs.
5. Use breadcrumb navigation at the top to help confirm your location or move between sections.

If the session recording or details are part of a special series like 10xClub, check the first module of your course and scroll down to the bottom where those lectures are listed.

You can also use the sidebar within the Study Area to quickly jump between topics in the module.

Let me know if you want me to guide you through these steps with more detail!","28 Apr, 2026, 12:28 PM"
"663,724","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,where can I find the recorded sessions of 10x sessoins ,"28 Apr, 2026, 12:40 PM"
"663,725","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"The recordings of 10xClub sessions will be available on your dashboard within 7–10 days after the session ends. The team is working to upload them as soon as possible, so please hang tight!

To access 10xClub recordings and content:
1. Go to your Classroom.
2. Open the first module of your course.
3. Scroll to the bottom of the module — all 10xClub lectures, including recorded sessions, will be listed there.
4. Future 10xClub sessions will also be added in this location.

You don’t need to enroll separately for 10xClub; access is included automatically with your course. 

Let me know if you want help navigating to this or have any other questions!","28 Apr, 2026, 12:40 PM"
"666,491","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,"Hi, There was a session scheduled at 7 PM today CXO Cafe with Mr. Vipul Singhal","29 Apr, 2026, 7:18 PM"
"666,492","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,Hi Prassan Garje! How can I assist you regarding the CXO Cafe session with Mr. Vipul Singhal scheduled at 7 PM today?,"29 Apr, 2026, 7:18 PM"
"666,493","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,I joined the session but it says waiting for host to join the seminar ,"29 Apr, 2026, 7:19 PM"
"666,494","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"Sometimes, the host may join a little later than the scheduled time. Please wait for a few more minutes as the session might start shortly.

If the host does not join within a reasonable time, you can check the batch's WhatsApp group for any updates or announcements about the session.

Would you like me to guide you on how to check for updates or connect you with your Relationship Manager for assistance?","29 Apr, 2026, 7:19 PM"
"666,496","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",user,please help me guide how to check updates,"29 Apr, 2026, 7:19 PM"
"666,497","11,407,839",Job Bootcamp Data Analytics Live | 07 Jan 2026 (A),classroom,"35,451","123,507",ai,"To check updates about the CXO Cafe session or any batch announcements, you can follow these steps:

1. Open the WhatsApp group for your batch on your phone or WhatsApp Web.
2. Look for recent messages from your batch coordinators or Teaching Assistants. They typically share session updates, delays, or reschedule information there.
3. You can also ask directly in the group if others have any information about the host's joining time.

If you don't find any updates or need quicker assistance, I can help connect you with your Relationship Manager. Would you like that?","29 Apr, 2026, 7:19 PM"
"664,625","11,716,783",Job Bootcamp Data Analytics Live | Weekend | 13 Feb 2026,classroom,"35,615","125,336",user,hiii,"28 Apr, 2026, 8:05 PM"
"664,626","11,716,783",Job Bootcamp Data Analytics Live | Weekend | 13 Feb 2026,classroom,"35,615","125,336",ai,Hi AGYEY! How can I assist you with your classroom today?,"28 Apr, 2026, 8:05 PM"
"665,100","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",user,yes,"28 Apr, 2026, 11:14 PM"
"665,101","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",ai,"Here's how you can earn Skill Badges and proceed with job applications through the Placement Cell:

1. Earn Skill Badges by completing different course modules, assessments, or projects in your course. Skill Badges demonstrate your skills and increase your eligibility for job applications.

2. Once you have at least one Skill Badge, the Placement Cell tab will appear on your dashboard.

3. In the Placement Cell, browse available job listings that match your profile.

4. Apply to jobs by clicking the ""Apply"" button for each job and uploading your latest resume.

5. Use the Auto-Apply feature, which automatically submits your profile for jobs that fit your skills and preferences.

6. Stay in touch with your assigned Placement Manager, who will guide you through interviews and hiring processes.

Focus on completing your course modules well and preparing for interviews to enhance your chances in the placement process. Would you like me to help with how to track your Skill Badge progress or how to best prepare for interviews?","28 Apr, 2026, 11:14 PM"
"665,104","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",user,"I am doing BCA frpm open colleges , srtill my degree is valid for jobs","28 Apr, 2026, 11:15 PM"
"665,105","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",ai,"Having a BCA degree from open colleges is generally valid for most job applications, as long as the degree is recognized by relevant education authorities. In the Placement Cell, your eligibility also depends on the company’s specific education requirements, which can vary.

Since you are enrolled in a recognized BCA program, you should be eligible to apply for many jobs through the Placement Cell, especially if you meet other criteria like Skill Badges and skill-based qualifications.

If you want, I can help you understand how to showcase your degree and skills effectively in your profile and resume for better chances during placements. Would you like that?","28 Apr, 2026, 11:15 PM"
"665,106","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",user,tell me what type of question asked in interviews,"28 Apr, 2026, 11:16 PM"
"665,107","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",ai,"In interviews through the placement process, you can expect a mix of questions typically covering:

1. Technical questions related to your course and skills — such as coding problems, data structures, algorithms, and problem-solving.
2. Behavioral questions to assess your communication skills, confidence, and cultural fit.
3. Mock interviews available through the platform simulate real interview scenarios and provide feedback on your answers.

You can prepare using interview prep sheets, coding practice platforms like Code360, and mock interview sessions offered in your classroom. Mock interviews can be technical or behavioral and help you improve confidence and receive personalized feedback.

Would you like guidance on how to schedule mock interviews, access practice resources, or details on typical technical topics asked?","28 Apr, 2026, 11:16 PM"
"665,112","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",user,"Currently I am in my second year of college, would srill coding ninja csn find somejobs after I become eligible for jobs, or I need to wait till completion of 3rd year?","28 Apr, 2026, 11:18 PM"
"665,113","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",ai,"You can start accessing the Placement Cell and applying for jobs once you meet the eligibility criteria, which generally includes earning Skill Badges and meeting other requirements, regardless of your college year.

Many companies accept applications from students who are in their final year or have relevant skills and certifications. If you have completed the required course modules and earned Skill Badges with Coding Ninjas, you can begin applying for jobs through the Placement Cell during your second year.

However, some companies may specifically require candidates to be in their final year or have completed their degree, so it depends on the job listing requirements.

You don't necessarily have to wait until your college completion if you are eligible and prepared. Would you like help with preparing your profile or understanding eligibility for specific job listings on the Placement Cell?","28 Apr, 2026, 11:18 PM"
"665,114","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",user,how many extension I can get from now?,"28 Apr, 2026, 11:19 PM"
"665,115","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",ai,"You can avail course extensions up to 2 times within a 6-month window after your course end date. Each extension grants you 90 days of additional full access to the course materials.

The first extension can be applied anytime within the 6-month window after your course ends. For the second extension, you must have at least 3 months remaining in that 6-month window at the time of applying. No third extension is available under any circumstance.

Also, the extension button appears automatically on your dashboard once your course has ended, and you can only apply after the course end date.

Would you like guidance on how to apply for the course extension when it's available?","28 Apr, 2026, 11:19 PM"
"665,116","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",user,currntly id this my 1st extension or last ?,"28 Apr, 2026, 11:19 PM"
"665,117","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",ai,Could you please clarify whether you have already applied for one course extension before? This will help me confirm if your current extension is the first or last one.,"28 Apr, 2026, 11:19 PM"
"665,118","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",user,yes,"28 Apr, 2026, 11:20 PM"
"665,119","1,542,743",Job Bootcamp DA Live | 25 Mar 2024(A),classroom,"31,281","127,489",ai,"Thank you for confirming you have already used one extension. Since you’ve had one extension already, the current extension you can get now will be your last one. You can avail one more extension of 90 days within the allowed 6-month window after your course end date. 

If you'd like, I can guide you on how to apply for this final extension when you're ready. Would you like that?","28 Apr, 2026, 11:20 PM"
"664,633","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",user,Ji,"28 Apr, 2026, 8:15 PM"
"664,634","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",user,Hi,"28 Apr, 2026, 8:15 PM"
"664,635","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",ai,"Sure, let me know what you need help with next! What would you like assistance with?","28 Apr, 2026, 8:15 PM"
"664,636","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",user,Can we postpone this week all due assignments for next week,"28 Apr, 2026, 8:15 PM"
"664,637","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",ai,"You do not need to postpone due assignments—on Coding Ninjas, you can still submit your assignments even after the due date has passed. Due dates are there to help you stay organized, but late submissions are always allowed and you won’t lose the ability to submit your work. So, feel free to complete and submit your assignments next week if needed!","28 Apr, 2026, 8:16 PM"
"664,640","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",user,But i heard marks will be not allot for late submissions,"28 Apr, 2026, 8:16 PM"
"664,641","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",ai,"There is no penalty or marks deduction for late submissions on Coding Ninjas. You can submit assignments, projects, and tests even after the deadline, and your work will still be graded. Due dates are meant to help you stay on track, not to block you from getting marks. Feel free to catch up and you'll receive marks for whatever you submit—no need to worry about missing the due date!","28 Apr, 2026, 8:17 PM"
"664,642","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",user,"If I submit 1 week late I mean due date is tomorrow I.e 29 April 2026
Can I submit that on 29 may 2026","28 Apr, 2026, 8:18 PM"
"664,643","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",ai,"Yes, you can submit your assignment even one month after the due date. Coding Ninjas allows late submissions without any penalty, and you will still receive marks for work submitted after the due date. Due dates are set to help you stay on track, but missing them does not block your ability to submit or get your assignment graded.","28 Apr, 2026, 8:18 PM"
"664,652","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",user,"Then I ll  get same marks after And before due date
In future no issues right","28 Apr, 2026, 8:23 PM"
"664,653","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",ai,"Yes, you will get the same marks whether you submit your assignment before or after the due date, as there is no penalty for late submission on Coding Ninjas. Submitting late will not cause any future issues; your assignments will be graded normally as long as you submit them. Let me know if you need clarification or help with anything else!","28 Apr, 2026, 8:23 PM"
"664,654","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",user,"No
Thank you","28 Apr, 2026, 8:24 PM"
"664,655","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",ai,"Is there anything else I can help with?

Was this helpful?","28 Apr, 2026, 8:24 PM"
"664,656","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",user,Yes helpful,"28 Apr, 2026, 8:24 PM"
"664,657","11,314,418",Data Analytics Job Bootcamp with GenAI Certification | Live | Weekend | 10 Apr 2026,whatsapp,"35,800","129,181",ai,"I'm glad I could help! Please drop your feedback from 1 to 5 to help us improve.

Happy learning! 🎯","28 Apr, 2026, 8:24 PM"
"668,717","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",user,introduces ur self ,"30 Apr, 2026, 9:29 PM"
"668,718","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",ai,"I'm Ninja AI, your classroom support assistant created by the Coding Ninjas team. I'm here to help you with platform navigation, learning features, policies, placements, and any general support you need. How can I assist you with your Coding Ninjas classroom today?","30 Apr, 2026, 9:29 PM"
"668,719","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",user,how to i build u in my plate fomr,"30 Apr, 2026, 9:31 PM"
"668,720","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",ai,"I can help with platform guidance, feature navigation, or classroom support, but I’m not able to provide how-to guides for building an AI like me for your own platform. Is there something specific about using the Coding Ninjas platform or its features that you need help with?","30 Apr, 2026, 9:31 PM"
"668,727","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",user,write the SQL Keywords with oneliner explaintion,"30 Apr, 2026, 9:32 PM"
"668,728","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",ai,"Here are some common SQL keywords with one-liner explanations:

- SELECT: Retrieves data from a database table.
- FROM: Specifies the table to retrieve data from.
- WHERE: Filters records based on conditions.
- INSERT: Adds new records to a table.
- UPDATE: Modifies existing records in a table.
- DELETE: Removes records from a table.
- JOIN: Combines rows from two or more tables.
- GROUP BY: Groups rows sharing a property so aggregate functions can be applied.
- ORDER BY: Sorts the result set by one or more columns.
- DISTINCT: Returns only unique values.
- LIMIT: Restricts the number of returned records.

Would you like more details or a different list?","30 Apr, 2026, 9:32 PM"
"668,732","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",user,wht the differ. between Delete and  drop statement,"30 Apr, 2026, 9:33 PM"
"668,733","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",ai,"The DELETE statement removes rows from a table but keeps the table structure in place, while the DROP statement completely removes the table and all its data from the database. Let me know if you’d like a deeper explanation or examples.","30 Apr, 2026, 9:33 PM"
"668,739","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",user,wht CRUD operation,"30 Apr, 2026, 9:35 PM"
"668,740","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",ai,"CRUD stands for Create, Read, Update, and Delete, which are the four basic operations used to manage data in a database. ""Create"" adds new records, ""Read"" retrieves data, ""Update"" modifies existing records, and ""Delete"" removes records.","30 Apr, 2026, 9:35 PM"
"668,778","10,966,016",Job Bootcamp Data Analytics Live | 26 Nov 2025,classroom,"35,337","130,602",user,did u know abhishek,"30 Apr, 2026, 9:52 PM"
